overlay_000050.png;443;97
overlay_000051.png;443;97
overlay_000052.png;443;97
overlay_000053.png;443;97
overlay_000054.png;443;97
overlay_000055.png;443;97
overlay_000056.png;443;97
overlay_000057.png;443;97
overlay_000058.png;443;97
overlay_000059.png;443;97
overlay_000060.png;443;97
overlay_000061.png;443;97
overlay_000062.png;443;97
overlay_000063.png;443;96
overlay_000064.png;442;96
overlay_000065.png;442;96
overlay_000066.png;442;96
overlay_000067.png;442;96
overlay_000068.png;442;96
overlay_000069.png;442;96
overlay_000070.png;442;95
overlay_000071.png;441;95
overlay_000072.png;441;95
overlay_000073.png;441;95
overlay_000074.png;441;95
overlay_000075.png;441;95
overlay_000076.png;441;94
overlay_000077.png;441;94
overlay_000078.png;440;94
overlay_000079.png;440;94
overlay_000080.png;440;94
overlay_000081.png;439;94
overlay_000082.png;439;94
overlay_000083.png;438;94
overlay_000084.png;438;94
overlay_000085.png;437;94
overlay_000086.png;437;94
overlay_000087.png;273;59
overlay_000088.png;274;62
overlay_000089.png;274;62
overlay_000090.png;275;62
overlay_000091.png;275;62
overlay_000092.png;275;61
overlay_000093.png;276;61
overlay_000094.png;276;61
overlay_000095.png;277;61
overlay_000096.png;277;61
overlay_000097.png;278;60
overlay_000098.png;278;60
overlay_000099.png;279;60
overlay_000100.png;279;60
overlay_000101.png;280;60
overlay_000102.png;280;60
overlay_000103.png;281;60
overlay_000104.png;281;60
overlay_000105.png;282;60
overlay_000106.png;282;41
overlay_000107.png;281;41
overlay_000108.png;281;41
overlay_000109.png;281;41
overlay_000110.png;280;41
overlay_000111.png;280;41
overlay_000112.png;279;41
overlay_000113.png;279;41
overlay_000114.png;279;42
overlay_000115.png;278;42
overlay_000116.png;277;42
overlay_000117.png;276;42
overlay_000118.png;275;42
overlay_000119.png;274;42
overlay_000120.png;274;42
overlay_000121.png;272;42
overlay_000122.png;271;42
overlay_000123.png;270;42
overlay_000124.png;179;0
overlay_000125.png;178;0
overlay_000126.png;177;0
overlay_000127.png;176;0
overlay_000128.png;175;0
overlay_000129.png;174;0
overlay_000130.png;173;0
overlay_000131.png;172;0
overlay_000132.png;171;0
overlay_000133.png;171;0
overlay_000134.png;170;0
overlay_000135.png;168;0
overlay_000136.png;166;0
overlay_000137.png;165;0
overlay_000138.png;163;0
overlay_000139.png;161;0
overlay_000140.png;160;0
overlay_000141.png;158;0
overlay_000142.png;156;0
overlay_000143.png;155;0
overlay_000144.png;153;0
overlay_000145.png;152;0
overlay_000146.png;150;0
overlay_000147.png;148;0
overlay_000148.png;147;0
overlay_000149.png;145;0
overlay_000150.png;143;0
overlay_000151.png;142;0
overlay_000152.png;140;0
overlay_000153.png;139;0
overlay_000154.png;137;0
overlay_000155.png;136;0
overlay_000156.png;135;0
overlay_000157.png;133;0
overlay_000158.png;132;0
overlay_000159.png;130;0
overlay_000160.png;129;0
overlay_000161.png;128;0
overlay_000162.png;147;0
overlay_000163.png;150;0
overlay_000164.png;152;0
overlay_000165.png;155;0
overlay_000166.png;157;0
overlay_000167.png;159;0
overlay_000168.png;161;0
overlay_000169.png;163;0
overlay_000170.png;165;0
overlay_000171.png;165;0
overlay_000172.png;165;0
overlay_000173.png;165;0
overlay_000174.png;165;0
overlay_000175.png;165;0
overlay_000176.png;165;0
overlay_000177.png;165;0
overlay_000178.png;165;0
overlay_000179.png;165;0
overlay_000180.png;165;0
overlay_000181.png;165;0
overlay_000182.png;223;1
overlay_000183.png;221;0
overlay_000184.png;218;0
overlay_000185.png;216;0
overlay_000186.png;213;0
overlay_000187.png;211;0
overlay_000188.png;209;0
overlay_000189.png;208;0
overlay_000190.png;186;0
overlay_000191.png;184;0
overlay_000192.png;181;0
overlay_000193.png;179;0
overlay_000194.png;177;1
overlay_000195.png;175;7
overlay_000196.png;172;13
overlay_000197.png;169;19
overlay_000235.png;188;22
overlay_000236.png;188;22
overlay_000237.png;188;22
overlay_000238.png;188;23
overlay_000239.png;188;23
overlay_000240.png;188;23
overlay_000241.png;188;23
overlay_000242.png;186;23
overlay_000243.png;185;23
overlay_000244.png;183;23
overlay_000245.png;182;23
overlay_000246.png;181;23
overlay_000247.png;180;22
overlay_000248.png;180;22
overlay_000249.png;179;21
overlay_000250.png;179;20
overlay_000251.png;178;20
overlay_000252.png;178;19
overlay_000253.png;177;18
overlay_000254.png;177;18
overlay_000255.png;406;53
overlay_000256.png;408;51
overlay_000257.png;409;48
overlay_000258.png;411;45
overlay_000259.png;410;48
overlay_000260.png;410;50
overlay_000261.png;409;53
overlay_000262.png;409;55
overlay_000263.png;408;52
overlay_000264.png;407;49
overlay_000265.png;407;45
overlay_000266.png;406;42
overlay_000267.png;407;44
overlay_000268.png;408;46
overlay_000269.png;409;48
overlay_000270.png;410;50
overlay_000271.png;409;49
overlay_000272.png;408;48
overlay_000273.png;395;18
overlay_000274.png;395;17
overlay_000275.png;395;16
overlay_000276.png;395;14
overlay_000277.png;395;13
overlay_000278.png;395;12
overlay_000279.png;395;11
overlay_000280.png;396;9
overlay_000281.png;397;8
overlay_000282.png;397;7
overlay_000283.png;399;6
overlay_000284.png;401;6
overlay_000285.png;403;6
overlay_000286.png;405;5
overlay_000287.png;407;5
overlay_000288.png;410;5
overlay_000289.png;413;4
overlay_000290.png;415;4
overlay_000291.png;0;0
overlay_000292.png;0;0
overlay_000293.png;0;0
overlay_000294.png;0;0
overlay_000295.png;0;0
overlay_000296.png;0;0
overlay_000297.png;0;0
overlay_000298.png;1;0
overlay_000299.png;4;0
overlay_000300.png;7;0
overlay_000301.png;10;0
overlay_000302.png;13;0
overlay_000303.png;15;0
overlay_000304.png;18;0
overlay_000305.png;21;0
overlay_000306.png;24;0
overlay_000307.png;27;0
overlay_000308.png;30;0
overlay_000309.png;32;0
overlay_000310.png;35;0
overlay_000311.png;38;0
overlay_000312.png;41;0
overlay_000313.png;44;0
overlay_000314.png;47;0
overlay_000315.png;49;0
overlay_000316.png;52;0
overlay_000317.png;55;0
overlay_000318.png;58;0
