0;2;false;630;-418;0;57.6017698837407;54.7433531015439;0;16
0;Chaves;false;480;360;0;1.56250000000001;1.56250000000001;0;0
0;3;false;488;1166;0;66.0735683862256;45.3157193563823;0;73
0;Sr. Barriga;false;1164;-134;0;76.5625;97.65625;0;0
0;4;false;1322;404;0;60.134040776489;41.8871026838789;0;40
0;Seu Madruga;false;488;982;0;100;100;0;0
0;5;false;450;1140;0;66.8837209302325;43.7037037037037;0;-17
0;Florinda;false;1280;360;0;100;100;0;10
0;10;false;478;358;0;0.40068689181454;2.19530658591981;0;0
0;6;false;104;-144;0;7.70545598781626;9.21055586855777;0;-26
0;Quico;false;484;370;0;7.03125000000001;17.1875;0;0
0;7;false;726;838;0;18.5832720828936;13.5915284621156;0;44
0;Bruxa do 71;false;481.25;364.837691735052;0;5.35714285714293;5.35714285714293;0;0
0;8;false;-150;-132;0;26.1649396311237;28.4807256721249;0;-309
0;Girafales;false;480;360;0;0.390625;0.390625;0;0
0;9;false;1152;-256;0;25.9583789704272;44.2280945757997;0;34
0;Chiquinha;false;481;360;0;1.5625;1.5625;0;0
0.01666666666667;2;false;630;-418;0;57.6017698837407;54.7433531015439;0;16
0.01666666666667;Chaves;false;480;360;0;1.56250000000001;1.56250000000001;0;0
0.01666666666667;3;false;488;1166;0;66.0735683862256;45.3157193563823;0;73
0.01666666666667;Sr. Barriga;false;1164;-134;0;76.5625;97.65625;0;0
0.01666666666667;4;false;1322;404;0;60.134040776489;41.8871026838789;0;40
0.01666666666667;Seu Madruga;false;488;982;0;100;100;0;0
0.01666666666667;5;false;450;1140;0;66.8837209302325;43.7037037037037;0;-17
0.01666666666667;Florinda;false;1280;360;0;100;100;0;10
0.01666666666667;10;false;478;358;0;0.40068689181454;2.19530658591981;0;0
0.01666666666667;6;false;104;-144;0;7.70545598781626;9.21055586855777;0;-26
0.01666666666667;Quico;false;484;370;0;7.03125000000001;17.1875;0;0
0.01666666666667;7;false;726;838;0;18.5832720828936;13.5915284621156;0;44
0.01666666666667;Bruxa do 71;false;481.25;364.837691735052;0;5.35714285714293;5.35714285714293;0;0
